,ASIN,GROUP,FORMAT,TITLE,AUTHOR,PUBLISHER,Description,Price,Rating
1600,0718149750,book,hardcover,TREASURE OF KHAN: A DIRK PITT NOVEL,Clive Cussler,Penuin," Oceanic explorers Dirk Pitt and Al Giordino find intrigue, adventure, and peril while collecting clues to the mysterious treasure of Xanadu, the famed capital of Kublai Khan’s empire.  When Dirk Pitt is nearly killed rescuing an oil survey team from a freak wave on Russia’s Lake Baikal, it appears a simple act of nature. But when the survey team is abducted and Pitt’s research vessel nearly sunk, it becomes clear this is no run of bad luck, but the influence of something, or someone, more sinister. In fact, Pitt and the NUMA crew have inadvertently stepped between a Mongolian tycoon and his plans to corner the global oil market, beginning with covert negotiations in China. To ensure the deal goes through, this mysterious businessman will encourage ever-escalating acts of sabotage and violence.  Pitt and Giordino soon learn the magnate’s fury and his power both stem from the same source: a dark secret about Genghis Khan, the greatest conqueror the world has ever known. To Pitt and Giordino the famed Khan’s empire is nearly the stuff of legend and his tomb a forgotten mystery. But the Khan’s legacy is very real. And it’s the treasure of his grandson Kublai Khan that holds the key to stopping this modern-day oil baron from restoring the conquests of his ancestors. That is, if Pitt and Giordino get there first....",$57.65,4.3
1601,0385528744,book,hardcover,Karmic Management: What Goes Around Comes Around in Your Business and Your Life,"Geshe Michael Roach, Lama Christie McNally, Michael Gordon",Harmony,,,
1602,1591842336,book,hardcover,Tribes: We Need You to Lead Us,Seth Godin,Portfolio Hardcover,,,
1603,1447149556,book,hardcover,Hypertrophic Cardiomyopathy: Foreword by Bernard Gersh and Historical Context by Eugene Braunwald,Srihari Naidu,Springer,,,
1604,0399593764,book,hardcover,The Book of Swords,"George R. R. Martin, Robin Hobb, Scott Lynch, Garth Nix, Gardner Dozois",Bantam,,,
1605,0735225117,book,hardcover,A Legacy of Spies: A Novel,John le CarrÃ©,Viking,,,
1606,1941408001,book,hardcover,By The Sea,Steven Paul Leiva,Crossroad Press,,,
1607,0385351836,book,hardcover,One More Thing: Stories and Other Stories,B.J. Novak,Knopf,,,
1608,076362201X,book,hardcover,Some Dogs Do,Jez Alborough,Candlewick,,,
1609,1454913932,book,hardcover,Mary Had a Little Glam,"Tammi Sauer, Vanessa Brantley-Newton",Sterling Children's Books,,,
1610,9386228300,book,hardcover,When I Hit You or a Portrait of the Writer as a Young Wife,Meena Kandasamy,Juggernaut Publication,,,
1611,1612436765,book,hardcover,"What They Didn't Teach You in German Class: Slang Phrases for the Cafe, Club, Bar, Bedroom, Ball Game and More (Dirty Everyday Slang)",Daniel Chaffey,Ulysses Press,,,
1612,1484767659,book,hardcover,Royal Bastards,Andrew Shvarts,Disney-Hyperion,,,
1613,1419700162,book,hardcover,I Had a Favorite Dress,"Boni Ashburn, Julia Denos",Harry N. Abrams,,,
1614,0198786840,book,hardcover,Sensorimotor Life: An enactive proposal,"Ezequiel Di Paolo, Thomas Buhrmann, Xabier Barandiaran",Oxford University Press,,,
1615,1400042445,book,hardcover,The Routes of Man: How Roads Are Changing the World and the Way We Live Today,Ted Conover,Knopf,,,
1616,0805094334,book,hardcover,"Blockbusters: Hit-making, Risk-taking, and the Big Business of Entertainment",Anita Elberse,Henry Holt and Co.,,,
1617,0399575545,book,hardcover,The Romanov Ransom (A Sam and Remi Fargo Adventure),"Clive Cussler, Robin Burcell",G.P. Putnam's Sons,,,
1618,022600905X,book,hardcover,Dangerous Work: Diary of an Arctic Adventure,"Arthur Conan Doyle, Jon Lellenberg, Daniel Stashower",University Of Chicago Press,,,
1619,0547053444,book,hardcover,The Elephant Scientist (SITF) (Scientists in the Field Series),"Donna M. Jackson, Caitlin O'Connell Rodwell, Timothy Rodwell",Houghton Mifflin Books for Children,,,
1620,0765390183,book,hardcover,Becoming Bonnie,Jenni Walsh,Forge Books,,,
1621,144115129X,book,hardcover,Worrying: A Literary and Cultural History,Francis O'Gorman,Bloomsbury Academic,,,
1622,1138824291,book,hardcover,Film Theory: An Introduction through the Senses,"Thomas Elsaesser, Malte Hagener",Routledge,,,
1623,0691176515,book,hardcover,Private Government: How Employers Rule Our Lives (and Why We Don't Talk about It) (The University Center for Human Values Series),Elizabeth Anderson,Princeton University Press,,,
1624,1119457254,book,hardcover,"Leading Clarity: The Breakthrough Strategy to Unleash People, Profit and Performance",Brad Deutser,Wiley,,,
1625,1250169739,book,hardcover,Oliver Loving: A Novel,Stefan Merrill Block,Flatiron Books,,,
1626,161963905X,book,hardcover,Snowy Bear,"Tony Mitton, Alison Brown",Bloomsbury USA Childrens,,,
1627,3789132187,book,hardcover,Die Tribute von Panem 1. TÃ¶dliche Spiele,Suzanne Collins,Oetinger Friedrich GmbH,,,
1628,022655984X,book,hardcover,Animal Intimacies: Interspecies Relatedness in India's Central Himalayas,Radhika Govindrajan,University of Chicago Press,,,
1629,3570127168,book,hardcover,Der kleine Drache Kokosnuss kommt in die Schule,Ingo Siegner,Bertelsmann Verlag,,,
1630,1478992980,book,hardcover,My Father's Business: The Small-Town Values That Built Dollar General into a Billion-Dollar Company,"Cal Turner, Rob Simbeck",Center Street,,,
1631,125009531X,book,hardcover,Legendary: A Caraval Novel,Stephanie Garber,Flatiron Books,,,
1632,1601090447,book,hardcover,The Journey Home: Autobiography of an American Swami,Radhanath Swami,Mandala Publishing,,,
1633,1451636016,book,hardcover,Waking Up: A Guide to Spirituality Without Religion,Sam Harris,Simon & Schuster,,,
1634,1476739986,book,hardcover,The Truth in Small Doses: Why We're Losing the War on Cancer-and How to Win It,Clifton Leaf,Simon & Schuster,,,
1635,0691166269,book,hardcover,Irrational Exuberance 3rd edition,Robert J. Shiller,Princeton University Press,,,
1636,1472236157,book,hardcover,Pendulum: The explosive thriller you won't be able to put down,Adam Hamdy,Headline,,,
1637,0374318409,book,hardcover,Under a Red Sky: Memoir of a Childhood in Communist Romania,Haya Leah Molnar,Farrar Straus Giroux (BYR),,,
1638,1785037285,book,hardcover,"Live Lagom: Balanced Living, The Swedish Way",ANNA BRONES,Ebury,,,
1639,0062364278,book,hardcover,Beyond the Pond,Joseph Kuefler,Balzer + Bray," A stunning picture book about the power of imagination, perfect for fans of Extra Yarn and Journey, from debut author-illustrator Joseph Kuefler.Just behind an ordinary housefilled with too little fun,Ernest D. decides that today will be the day he explores the depths of his pond.Beyond the pond, he discovers a not-so-ordinary world that will change him forever.",$9.98,4.5
1640,0316259098,book,hardcover,Before You Judge Me: The Triumph and Tragedy of Michael Jackson's Last Days,"Tavis Smiley, David Ritz","Little, Brown and Company",,,
1641,0310729947,book,hardcover,The Jesus Storybook Bible: Anglicised Edition,"Sally Lloyd-Jones, Jago",Zondervan,,,
1642,1441324194,book,hardcover,Go the F*ck to Sleep Beaded Bookmark,"Adam Mansbach, Ricardo Cortes","Peter Pauper Press, Inc.",,,
1643,0749856351,book,hardcover,Monsters Inc Annual 2003,Anon,Egmont Books Ltd,,,
1644,1935414615,book,hardcover,Care for Our World -Book,"Karen S. Robbins, M.H. Clark, Ball Alexandra",Compendium Inc,,,
1645,0071840532,book,hardcover,"The Six Sigma Handbook, Fourth Edition","Thomas Pyzdek, Paul Keller",McGraw-Hill Education,,,
1646,1784298468,book,hardcover,The Life-Changing Magic of Not Giving a F**K,Sarah Knight,Quercus,,,
1647,9462980578,book,hardcover,Film History as Media Archaeology: Tracking Digital Cinema (Film Culture in Transition),Thomas Elsaesser,Amsterdam University Press,,,
1648,0060256672,book,hardcover,Where the Sidewalk Ends: Poems and Drawings,Shel Silverstein,HarperCollins,,,
1649,1579623999,book,hardcover,The Three-Nine Line,David Freed,The Permanent Press,,,
1650,3319617400,book,hardcover,Confectionery Science and Technology,"Richard W. Hartel, Joachim H. von Elbe, Randy Hofberger",Springer,,,
1651,0385607423,book,hardcover,Katey: The Life and Loves of Dickens's Artist Daughter,Lucinda Hawksley,Doubleday UK,,,
1652,1101982721,book,hardcover,"If You Feel Too Much, Expanded Edition: Thoughts on Things Found and Lost and Hoped For","Jamie Tworkowski, Donald Miller",TarcherPerigee,,,
1653,1101980583,book,hardcover,"The New Allergy Solution: Supercharge Resistance, Slash Medication, Stop Suffering",Dr. Clifford Bassett,Avery,,,
1654,0395653770,book,hardcover,The Enchanted Storks: A Tale of Bagdad,"Aaron Shepard, Alisher Dianov",Clarion Books,,,
1655,031630686X,book,hardcover,"Stef Soto, Taco Queen",Jennifer Torres,"Little, Brown Books for Young Readers",,,
1656,1452137358,book,hardcover,Mix It Up!,Herve Tullet,Chronicle Books,,,
1657,0393065332,book,hardcover,Contraband: Smuggling and the Birth of the American Century,Andrew Wender Cohen,W. W. Norton & Company," How skirting the law once defined America’s relation to the world.In the frigid winter of 1875, Charles L. Lawrence made international headlines when he was arrested for smuggling silk worth $60 million into the United States. An intimate of Boss Tweed, gloriously dubbed “The Prince of Smugglers,” and the head of a network spanning four continents and lasting half a decade, Lawrence scandalized a nation whose founders themselves had once dabbled in contraband.Since the Revolution itself, smuggling had tested the patriotism of the American people. Distrusting foreign goods, Congress instituted high tariffs on most imports. Protecting the nation was the custom house, which waged a “war on smuggling,” inspecting every traveler for illicitly imported silk, opium, tobacco, sugar, diamonds, and art. The Civil War’s blockade of the Confederacy heightened the obsession with contraband, but smuggling entered its prime during the Gilded Age, when characters like assassin Louis Bieral, economist “The Parsee Merchant,” Congressman Ben Butler, and actress Rose Eytinge tempted consumers with illicit foreign luxuries. Only as the United States became a global power with World War I did smuggling lose its scurvy romance.Meticulously researched, Contraband explores the history of smuggling to illuminate the broader history of the United States, its power, its politics, and its culture. 20 illustrations",$25.16,4.2
1658,0805097597,book,hardcover,Ten Rules of Being a Superhero,Deb Pilutti,Henry Holt and Co. (BYR),,,
1659,1439860912,book,hardcover,"Statistical and Machine-Learning Data Mining: Techniques for Better Predictive Modeling and Analysis of Big Data, Second Edition",Bruce Ratner,CRC Press,,,
1660,048682084X,book,hardcover,Taming Your Crocodiles: Unlearn Fear & Become a True Leader,Hylke Faber,Ixia Press,,,
1661,1599797267,book,hardcover,What to Do on the Worst Day of Your Life,"Brian Zahnd, Jentezen Franklin",Christian Life,,,
1662,022652079X,book,hardcover,The Gestation of German Biology: Philosophy and Physiology from Stahl to Schelling,John H. Zammito,University Of Chicago Press,,,
1663,1433542447,book,hardcover,The Biggest Story: How the Snake Crusher Brings Us Back to the Garden,"Kevin DeYoung, Don Clark",Crossway,,,
1664,0374288224,book,hardcover,What Belongs to You: A Novel,Garth Greenwell,"Farrar, Straus and Giroux",,,
1665,0061977969,book,hardcover,Reamde: A Novel,Neal Stephenson,William Morrow,,,
1666,0545823242,book,hardcover,Minecraft: Redstone Handbook (Updated Edition): An Official Mojang Book,Nick Farwell,Scholastic Inc.,,,
1667,0062265423,book,hardcover,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works--A True Story",Dan Harris,It Books,,,
1668,1609182278,book,hardcover,"Motivational Interviewing, Third Edition: Helping People Change (Applications of Motivational Interviewing)","William R. Miller, Stephen Rollnick",The Guilford Press,,,
1669,022620247X,book,hardcover,A History of the Twentieth Century in 100 Maps,"Tim Bryars, Tom Harper",University Of Chicago Press,,,
1670,0062290797,book,hardcover,American Sniper: Memorial Edition,"Chris Kyle, Scott McEwen, Jim DeFelice",William Morrow,,,
1671,0345547950,book,hardcover,Zero Belly Diet: Lose Up to 16 lbs. in 14 Days!,David Zinczenko,Ballantine Books,,,
1672,0071508635,book,hardcover,Grown Up Digital: How the Net Generation is Changing Your World,Don Tapscott,McGraw-Hill Education,,,
1673,4805314095,book,hardcover,Japanese Whisky: The Definitive Guide to the World's Most Desirable Spirit with Unbiased Tasting Notes from Japan's Leading Whisky Blogger,"Brian Ashcraft, Yuji Kawasaki, Idzuhiko Ueda, Lew Bryson",Tuttle Publishing,,,
1674,163575674X,book,hardcover,The Sin Blue Line: How God Delivered Me from the LAPD and Other Miracles,Barry Q Brooks J D,"Christian Faith Publishing, Inc.",,,
1675,0553417975,book,hardcover,"Effortless Healing: 9 Simple Ways to Sidestep Illness, Shed Excess Weight, and Help Your Body Fix Itself","Dr. Joseph Mercola, David Perlmutter M.D.",Harmony,,,
1676,061815874X,book,hardcover,Dozens of Cousins,"Shutta Crum, David Catrow",Clarion Books,,,
1677,1844544427,book,hardcover,"John Davison: Little Man, Big Heart",John Davison,John Blake," John's story is truly inspirational, and this autobiography pulls no punches. John Davison was 25 years old and going nowhere. Supporting his wife and daughter in a tough suburb of Newcastle with no job, he spent his days trying to make ends meet when he was spotted sparring in an old boxing gym by a club coach. John was persuaded to take up amateur boxing despite his age and lack of experience. His life would never be the same again. Davison soon became a champion amateur boxer, reaching the ABA finals in a matter of months and becoming an established international star. His all action attacking style of boxing as well as his sledge-hammer right hook made him a truly feared opponent and saw him captain his country on eight occasions. But the dream turned sour when politics denied Davison his rightful place in the Great Britain squad for the 1988 Olympic Games, and he retired from the sport. Davison's fame had not, however, gone unnoticed in his hometown, not least by the underworld figure Viv Graham and local professional boxing manager Tommy Conroy--together they convinced Davison to come out of retirement and join the professional ranks. Davison went on to win the WBC International Featherweight title in only his eleventh bout and successfully defended it twice. He established himself as one of the top featherweight boxers in the world. In 1992 he captured the British Featherweight Title, enduring a shattered jaw in the process. This victory offered him the chance that he had long been denied--the right to be called Champion of the World. He was scheduled to fight the Columbian Ruben ""The Hurricane"" Palacio for the WBO Featherweight title in 1993 but what was to follow ws to destroy the careers of both men and shake the world of boxing to its very foundations...",$34.95,
